customer_id,rep_id,visit_date,purpose,mentions_competitor
C1067,R106,2025-06-09,產品推廣,0
C1067,R106,2025-07-17,產品推廣,0
C1067,R106,2025-07-23,客訴處理,0
C1067,R106,2025-08-19,產品推廣,0
C1067,R106,2025-09-03,產品推廣,0
C1067,R106,2025-10-24,收款,0
C1067,R106,2025-10-14,產品推廣,0
C1067,R106,2025-10-23,產品推廣,0
C1067,R106,2025-12-16,產品推廣,0
C1067,R106,2025-12-13,產品推廣,0
C1067,R106,2026-01-30,收款,0
C1067,R106,2026-01-07,客訴處理,0
C1067,R106,2026-03-01,客訴處理,0
C1067,R106,2026-02-20,產品推廣,0
C1067,R106,2026-02-28,產品推廣,0
C1067,R106,2026-03-24,產品推廣,0
C1067,R106,2026-03-05,關係維護,0
C1067,R106,2026-04-22,產品推廣,0
C1067,R106,2026-04-08,關係維護,0
C1067,R106,2026-04-06,產品推廣,0
C1067,R106,2026-05-13,關係維護,0
C1067,R106,2026-05-13,產品推廣,0
C1067,R106,2026-05-05,收款,0
C1067,R106,2026-05-05,關係維護,0
C1067,R106,2026-06-28,關係維護,0
C1067,R106,2026-06-13,客訴處理,0
C1067,R106,2026-07-25,收款,0
C1067,R106,2026-07-03,收款,0
C1068,R110,2025-04-29,收款,0
C1068,R110,2025-07-14,收款,0
C1068,R110,2025-10-19,關係維護,1
C1068,R110,2025-10-28,產品推廣,1
C1068,R110,2025-10-27,關係維護,0
C1068,R110,2025-12-17,客訴處理,1
C1068,R110,2026-01-21,關係維護,0
C1068,R110,2026-02-19,關係維護,1
C1068,R110,2026-03-10,產品推廣,1
C1068,R110,2026-03-06,關係維護,1
C1068,R110,2026-03-30,關係維護,1
C1068,R110,2026-04-01,客訴處理,0
C1068,R110,2026-04-28,產品推廣,0
C1068,R110,2026-05-22,產品推廣,0
C1069,R106,2025-02-09,產品推廣,1
C1069,R106,2025-03-28,收款,1
C1069,R106,2025-05-04,客訴處理,0
C1069,R106,2025-05-04,產品推廣,0
C1069,R106,2025-05-23,關係維護,0
C1069,R106,2025-05-08,產品推廣,1
C1069,R106,2025-05-16,收款,1
C1069,R106,2025-05-18,關係維護,0
C1069,R106,2025-05-12,關係維護,0
C1069,R106,2025-06-29,關係維護,0
C1069,R106,2025-06-20,產品推廣,1
C1069,R106,2025-07-25,關係維護,0
C1069,R106,2025-09-22,產品推廣,0
C1069,R106,2025-09-22,產品推廣,1
C1069,R106,2025-10-03,產品推廣,1
C1069,R106,2026-01-18,產品推廣,0
C1069,R106,2026-02-18,收款,0
C1069,R106,2026-02-28,產品推廣,0
C1069,R106,2026-02-07,收款,0
C1069,R106,2026-02-07,收款,0
C1069,R106,2026-02-17,客訴處理,0
C1069,R106,2026-06-19,客訴處理,1
C1070,R105,2025-02-16,收款,0
C1070,R105,2025-04-05,產品推廣,0
C1070,R105,2025-06-29,關係維護,0
C1070,R105,2025-07-20,客訴處理,0
C1070,R105,2025-10-30,產品推廣,0
C1070,R105,2025-10-17,產品推廣,0
C1070,R105,2026-02-26,產品推廣,0
C1070,R105,2026-05-26,產品推廣,0
C1070,R105,2026-06-20,產品推廣,0
C1070,R105,2026-06-05,收款,0
C1070,R105,2026-06-19,產品推廣,0
C1071,R117,2025-03-05,產品推廣,0
C1071,R117,2025-06-01,產品推廣,0
C1071,R117,2025-05-20,收款,0
C1071,R117,2025-05-20,關係維護,0
C1071,R117,2025-06-24,產品推廣,0
C1071,R117,2025-06-22,產品推廣,0
C1071,R117,2025-07-19,產品推廣,0
C1071,R117,2025-08-13,產品推廣,0
C1071,R117,2025-08-12,關係維護,0
C1071,R117,2025-11-01,收款,0
C1071,R117,2025-11-06,收款,0
C1071,R117,2025-11-04,收款,0
C1071,R117,2025-11-06,產品推廣,0
C1071,R117,2026-01-01,產品推廣,0
C1071,R117,2025-12-08,收款,0
C1071,R117,2025-12-16,收款,0
C1071,R117,2025-12-05,產品推廣,0
C1071,R117,2026-01-05,產品推廣,0
C1071,R117,2026-01-21,產品推廣,0
C1071,R117,2026-02-15,產品推廣,0
C1071,R117,2026-02-24,產品推廣,0
C1071,R117,2026-03-09,收款,0
C1071,R117,2026-04-19,客訴處理,0
C1071,R117,2026-05-15,產品推廣,0
C1071,R117,2026-06-06,產品推廣,0
C1071,R117,2026-06-27,產品推廣,0
C1071,R117,2026-07-29,關係維護,0
C1071,R117,2026-07-22,產品推廣,0
C1071,R117,2026-07-26,產品推廣,0
C1072,R108,2025-02-27,客訴處理,0
C1072,R108,2025-02-25,收款,0
C1072,R108,2025-03-02,收款,0
C1072,R108,2025-02-16,產品推廣,0
C1072,R108,2025-03-19,收款,0
C1072,R108,2025-04-03,關係維護,0
C1072,R108,2025-05-05,產品推廣,0
C1072,R108,2025-04-20,產品推廣,0
C1072,R108,2025-04-16,收款,0
C1072,R108,2025-05-18,收款,0
C1072,R108,2025-06-03,收款,0
C1072,R108,2025-05-27,收款,0
C1072,R108,2025-05-28,產品推廣,0
C1072,R108,2025-07-01,產品推廣,0
C1072,R108,2025-07-30,產品推廣,0
C1072,R108,2025-08-31,產品推廣,0
C1072,R108,2025-08-15,關係維護,0
C1072,R108,2025-09-13,客訴處理,0
C1072,R108,2025-09-20,產品推廣,0
C1072,R108,2025-09-19,關係維護,0
C1072,R108,2025-09-29,收款,0
C1072,R108,2025-09-06,產品推廣,0
C1072,R108,2025-09-05,收款,0
C1072,R108,2025-09-10,關係維護,0
C1072,R108,2025-09-21,關係維護,0
C1072,R108,2025-09-21,關係維護,0
C1072,R108,2025-10-20,產品推廣,0
C1072,R108,2025-11-26,產品推廣,0
C1072,R108,2025-11-19,產品推廣,0
C1072,R108,2025-12-28,產品推廣,0
C1072,R108,2025-12-22,產品推廣,0
C1072,R108,2025-12-25,產品推廣,0
C1072,R108,2025-12-16,關係維護,0
C1072,R108,2025-12-17,產品推廣,0
C1072,R108,2026-02-14,產品推廣,0
C1072,R108,2026-02-18,產品推廣,0
C1072,R108,2026-03-16,收款,0
C1072,R108,2026-03-05,收款,0
C1072,R108,2026-03-18,關係維護,0
C1072,R108,2026-03-20,產品推廣,0
C1072,R108,2026-04-13,產品推廣,0
C1072,R108,2026-05-31,收款,0
C1072,R108,2026-05-09,關係維護,0
C1072,R108,2026-05-26,產品推廣,0
C1072,R108,2026-06-07,關係維護,0
C1072,R108,2026-06-05,關係維護,0
C1072,R108,2026-07-18,產品推廣,0
C1072,R108,2026-07-15,收款,0
C1073,R103,2025-03-02,產品推廣,0
C1073,R103,2025-02-12,產品推廣,0
C1073,R103,2025-02-16,產品推廣,0
C1073,R103,2025-03-27,收款,0
C1073,R103,2025-03-15,關係維護,0
C1073,R103,2025-04-26,關係維護,0
C1073,R103,2025-04-15,產品推廣,0
C1073,R103,2025-04-20,收款,0
C1073,R103,2025-04-08,關係維護,0
C1073,R103,2025-05-30,關係維護,0
C1073,R103,2025-06-02,產品推廣,0
C1073,R103,2025-05-22,產品推廣,0
C1073,R103,2025-07-04,收款,0
C1073,R103,2025-07-04,收款,0
C1073,R103,2025-06-15,關係維護,0
C1073,R103,2025-06-10,收款,0
C1073,R103,2025-06-11,收款,0
C1073,R103,2025-06-13,產品推廣,0
C1073,R103,2025-07-07,產品推廣,0
C1073,R103,2025-07-10,產品推廣,0
C1073,R103,2025-07-09,產品推廣,0
C1073,R103,2025-08-31,產品推廣,0
C1073,R103,2025-08-29,收款,0
C1073,R103,2025-09-09,客訴處理,0
C1073,R103,2025-09-09,收款,0
C1073,R103,2025-09-16,關係維護,0
C1073,R103,2025-09-07,關係維護,0
C1073,R103,2025-10-10,收款,0
C1073,R103,2025-10-12,產品推廣,0
C1073,R103,2025-11-29,產品推廣,0
C1073,R103,2025-11-25,產品推廣,0
C1073,R103,2025-11-19,關係維護,0
C1073,R103,2025-11-05,產品推廣,0
C1073,R103,2025-12-20,產品推廣,0
C1073,R103,2025-12-28,關係維護,0
C1073,R103,2026-01-31,關係維護,0
C1073,R103,2026-01-07,關係維護,0
C1073,R103,2026-01-30,產品推廣,0
C1073,R103,2026-02-02,產品推廣,0
C1073,R103,2026-02-21,產品推廣,0
C1073,R103,2026-03-12,收款,0
C1073,R103,2026-03-05,客訴處理,0
C1073,R103,2026-03-13,關係維護,0
C1073,R103,2026-03-13,客訴處理,0
C1073,R103,2026-03-05,產品推廣,0
C1073,R103,2026-03-29,產品推廣,0
C1073,R103,2026-03-11,收款,0
C1073,R103,2026-04-09,關係維護,0
C1073,R103,2026-04-06,產品推廣,0
C1073,R103,2026-05-14,產品推廣,0
C1073,R103,2026-05-22,關係維護,0
C1073,R103,2026-05-28,產品推廣,0
C1073,R103,2026-05-07,產品推廣,0
C1073,R103,2026-06-02,關係維護,0
C1073,R103,2026-06-07,關係維護,0
C1073,R103,2026-06-02,關係維護,0
C1073,R103,2026-07-12,關係維護,0
C1073,R103,2026-07-29,關係維護,0
C1073,R103,2026-07-11,客訴處理,0
C1073,R103,2026-07-22,產品推廣,0
C1073,R103,2026-07-28,產品推廣,0
C1074,R108,2025-02-13,客訴處理,0
C1074,R108,2025-03-22,關係維護,0
C1074,R108,2025-05-01,產品推廣,0
C1074,R108,2025-06-30,產品推廣,0
C1074,R108,2025-06-15,產品推廣,0
C1074,R108,2025-06-13,關係維護,0
C1074,R108,2025-08-01,產品推廣,0
C1074,R108,2025-07-15,關係維護,0
C1074,R108,2025-08-10,關係維護,0
C1074,R108,2025-09-28,客訴處理,0
C1074,R108,2025-09-24,產品推廣,0
C1074,R108,2025-11-25,產品推廣,0
C1074,R108,2025-11-22,產品推廣,0
C1074,R108,2025-12-31,收款,0
C1074,R108,2025-12-07,關係維護,0
C1074,R108,2025-12-05,關係維護,0
C1074,R108,2026-01-18,收款,0
C1074,R108,2026-01-09,關係維護,0
C1074,R108,2026-02-27,產品推廣,0
C1074,R108,2026-02-03,客訴處理,0
C1074,R108,2026-02-03,客訴處理,0
C1074,R108,2026-03-14,產品推廣,0
C1074,R108,2026-03-11,客訴處理,0
C1074,R108,2026-03-11,收款,0
C1074,R108,2026-03-18,產品推廣,0
C1074,R108,2026-05-09,關係維護,0
C1074,R108,2026-06-17,產品推廣,0
C1074,R108,2026-06-20,產品推廣,0
C1074,R108,2026-07-02,關係維護,0
C1075,R113,2025-02-24,收款,0
C1075,R113,2025-03-06,產品推廣,0
C1075,R113,2025-03-24,產品推廣,0
C1075,R113,2025-04-23,產品推廣,0
C1075,R113,2025-05-03,收款,0
C1075,R113,2025-05-19,產品推廣,0
C1075,R113,2025-05-19,產品推廣,0
C1075,R113,2025-06-28,收款,0
C1075,R113,2025-07-30,關係維護,0
C1075,R113,2025-08-04,產品推廣,0
C1075,R113,2025-07-16,收款,0
C1075,R113,2025-07-08,關係維護,0
C1075,R113,2025-07-22,產品推廣,0
C1075,R113,2025-07-11,收款,0
C1075,R113,2025-08-14,客訴處理,0
C1075,R113,2025-09-22,產品推廣,0
C1075,R113,2025-10-01,客訴處理,0
C1075,R113,2025-09-13,收款,0
C1075,R113,2025-09-23,產品推廣,0
C1075,R113,2025-09-22,客訴處理,0
C1075,R113,2025-10-28,產品推廣,0
C1075,R113,2025-10-24,收款,0
C1075,R113,2025-11-19,產品推廣,0
C1075,R113,2025-11-24,收款,0
C1075,R113,2025-11-27,產品推廣,0
C1075,R113,2025-12-01,產品推廣,0
C1075,R113,2025-12-24,關係維護,0
C1075,R113,2026-01-11,產品推廣,0
C1075,R113,2026-03-02,產品推廣,0
C1075,R113,2026-03-23,產品推廣,0
C1075,R113,2026-03-17,收款,0
C1075,R113,2026-04-17,產品推廣,0
C1075,R113,2026-05-01,產品推廣,0
C1075,R113,2026-05-23,產品推廣,0
C1075,R113,2026-05-29,關係維護,0
C1075,R113,2026-06-03,產品推廣,0
C1075,R113,2026-06-21,關係維護,0
C1075,R113,2026-06-11,客訴處理,0
C1075,R113,2026-06-04,收款,0
C1075,R113,2026-06-15,產品推廣,0
C1075,R113,2026-07-14,收款,0
C1075,R113,2026-07-22,產品推廣,0
C1076,R110,2025-03-30,產品推廣,0
C1076,R110,2025-04-25,產品推廣,0
C1076,R110,2025-04-10,客訴處理,0
C1076,R110,2025-07-27,客訴處理,0
C1076,R110,2025-07-17,收款,0
C1076,R110,2025-10-02,產品推廣,0
C1076,R110,2025-10-27,產品推廣,0
C1076,R110,2025-10-17,產品推廣,0
C1076,R110,2025-10-28,關係維護,0
C1076,R110,2025-10-22,客訴處理,0
C1076,R110,2025-11-09,產品推廣,0
C1076,R110,2025-11-05,產品推廣,0
C1076,R110,2026-03-22,客訴處理,0
C1076,R110,2026-04-20,關係維護,0
C1076,R110,2026-05-07,關係維護,0
C1076,R110,2026-05-17,產品推廣,0
C1077,R107,2025-02-13,產品推廣,1
C1077,R107,2025-04-11,收款,0
C1077,R107,2025-04-26,客訴處理,1
C1077,R107,2025-05-09,關係維護,1
C1077,R107,2025-06-22,關係維護,0
C1077,R107,2025-09-12,產品推廣,0
C1077,R107,2026-01-30,產品推廣,0
C1077,R107,2026-03-19,關係維護,1
C1077,R107,2026-05-24,客訴處理,0
C1077,R107,2026-06-16,客訴處理,0
C1077,R107,2026-06-05,產品推廣,1
C1077,R107,2026-06-26,產品推廣,1
C1077,R107,2026-07-15,產品推廣,0
C1078,R101,2025-03-06,收款,0
C1078,R101,2025-02-28,收款,0
C1078,R101,2025-02-19,關係維護,0
C1078,R101,2025-02-12,關係維護,0
C1078,R101,2025-04-18,產品推廣,0
C1078,R101,2025-05-26,產品推廣,0
C1078,R101,2025-05-15,客訴處理,0
C1078,R101,2025-07-17,關係維護,0
C1078,R101,2025-07-14,產品推廣,0
C1078,R101,2025-07-27,收款,0
C1078,R101,2025-08-17,產品推廣,0
C1078,R101,2025-09-03,客訴處理,0
C1078,R101,2025-08-29,產品推廣,0
C1078,R101,2025-09-02,產品推廣,0
C1078,R101,2025-09-30,產品推廣,0
C1078,R101,2025-10-20,產品推廣,0
C1078,R101,2025-11-10,產品推廣,0
C1078,R101,2025-12-11,關係維護,0
C1078,R101,2025-12-08,產品推廣,0
C1078,R101,2025-12-06,關係維護,0
C1078,R101,2026-01-14,產品推廣,0
C1078,R101,2026-01-29,關係維護,0
C1078,R101,2026-01-22,關係維護,0
C1078,R101,2026-04-01,收款,0
C1078,R101,2026-04-11,關係維護,0
C1078,R101,2026-05-21,產品推廣,0
C1078,R101,2026-05-24,關係維護,0
C1078,R101,2026-06-08,關係維護,0
C1078,R101,2026-06-16,收款,0
C1079,R107,2025-03-07,產品推廣,0
C1079,R107,2025-04-05,關係維護,0
C1079,R107,2025-04-15,產品推廣,0
C1079,R107,2025-05-13,產品推廣,0
C1079,R107,2025-05-25,產品推廣,0
C1079,R107,2025-07-02,客訴處理,0
C1079,R107,2025-07-26,產品推廣,0
C1079,R107,2025-07-10,產品推廣,0
C1079,R107,2025-08-03,關係維護,0
C1079,R107,2025-08-07,關係維護,0
C1079,R107,2025-08-15,產品推廣,0
C1079,R107,2025-08-13,關係維護,0
C1079,R107,2025-09-17,產品推廣,0
C1079,R107,2025-10-27,收款,0
C1079,R107,2025-11-01,產品推廣,0
C1079,R107,2025-11-02,關係維護,0
C1079,R107,2025-10-22,產品推廣,0
C1079,R107,2025-10-14,收款,0
C1079,R107,2025-11-08,產品推廣,0
C1079,R107,2025-12-06,產品推廣,0
C1079,R107,2026-01-28,關係維護,0
C1079,R107,2026-01-05,關係維護,0
C1079,R107,2026-01-22,產品推廣,0
C1079,R107,2026-01-03,關係維護,0
C1079,R107,2026-03-26,產品推廣,0
C1079,R107,2026-03-19,客訴處理,0
C1079,R107,2026-03-09,產品推廣,0
C1079,R107,2026-04-04,產品推廣,0
C1079,R107,2026-05-11,產品推廣,0
C1079,R107,2026-05-13,客訴處理,0
C1079,R107,2026-05-12,收款,0
C1079,R107,2026-06-30,產品推廣,0
C1079,R107,2026-06-10,產品推廣,0
C1079,R107,2026-06-18,關係維護,0
C1079,R107,2026-06-18,收款,0
C1079,R107,2026-07-06,收款,0
C1079,R107,2026-07-21,客訴處理,0
C1080,R102,2025-02-16,產品推廣,1
C1080,R102,2025-02-07,收款,1
C1080,R102,2025-03-03,客訴處理,1
C1080,R102,2025-02-27,產品推廣,0
C1080,R102,2025-02-21,產品推廣,1
C1080,R102,2025-03-27,產品推廣,1
C1080,R102,2025-03-12,產品推廣,0
C1080,R102,2025-04-28,收款,0
C1080,R102,2025-05-03,產品推廣,1
C1080,R102,2025-05-17,收款,0
C1080,R102,2025-06-29,產品推廣,0
C1080,R102,2025-06-21,收款,0
C1080,R102,2025-07-20,產品推廣,0
C1080,R102,2025-07-26,產品推廣,1
C1080,R102,2025-07-27,收款,0
C1080,R102,2025-07-14,收款,1
C1080,R102,2025-07-10,關係維護,0
C1080,R102,2025-07-30,產品推廣,1
C1080,R102,2025-08-21,產品推廣,0
C1080,R102,2025-08-30,產品推廣,0
C1080,R102,2025-08-07,產品推廣,0
C1080,R102,2025-09-16,收款,1
C1080,R102,2025-09-08,客訴處理,0
C1080,R102,2025-09-14,收款,0
C1080,R102,2025-10-11,關係維護,1
C1080,R102,2025-10-05,收款,1
C1080,R102,2025-10-06,關係維護,0
C1080,R102,2025-10-24,產品推廣,0
C1080,R102,2025-10-31,產品推廣,0
C1080,R102,2025-11-05,產品推廣,0
C1080,R102,2025-11-05,收款,0
C1080,R102,2025-11-04,收款,0
C1080,R102,2025-12-14,產品推廣,1
C1080,R102,2025-12-28,關係維護,1
C1080,R102,2025-12-10,產品推廣,1
C1080,R102,2026-01-03,收款,1
C1080,R102,2026-01-12,產品推廣,0
C1080,R102,2026-02-22,產品推廣,0
C1080,R102,2026-02-05,產品推廣,1
C1080,R102,2026-02-06,產品推廣,1
C1080,R102,2026-02-18,產品推廣,0
C1080,R102,2026-02-25,產品推廣,0
C1080,R102,2026-03-27,產品推廣,1
C1080,R102,2026-03-26,產品推廣,1
C1080,R102,2026-03-22,產品推廣,1
C1080,R102,2026-04-01,產品推廣,0
C1080,R102,2026-03-23,產品推廣,0
C1080,R102,2026-04-30,客訴處理,1
C1080,R102,2026-05-20,產品推廣,0
C1080,R102,2026-06-27,產品推廣,1
C1080,R102,2026-06-07,收款,0
C1080,R102,2026-07-20,關係維護,1
C1081,R105,2025-02-13,關係維護,0
C1081,R105,2025-04-23,關係維護,0
C1081,R105,2025-06-02,關係維護,0
C1081,R105,2025-05-10,關係維護,0
C1081,R105,2025-06-26,關係維護,0
C1081,R105,2025-07-08,客訴處理,0
C1081,R105,2025-10-24,產品推廣,0
C1081,R105,2025-11-13,產品推廣,0
C1081,R105,2026-01-20,關係維護,0
C1081,R105,2026-02-14,產品推廣,0
C1081,R105,2026-03-23,產品推廣,0
C1081,R105,2026-03-30,客訴處理,0
C1081,R105,2026-04-28,產品推廣,0
C1081,R105,2026-04-29,關係維護,0
C1081,R105,2026-05-22,產品推廣,0
C1081,R105,2026-05-26,收款,0
C1082,R108,2025-02-14,產品推廣,0
C1082,R108,2025-03-16,收款,0
C1082,R108,2025-05-24,產品推廣,0
C1082,R108,2025-07-04,關係維護,0
C1082,R108,2025-06-08,關係維護,0
C1082,R108,2025-09-27,產品推廣,0
C1082,R108,2025-10-08,產品推廣,0
C1082,R108,2025-10-20,收款,0
C1082,R108,2025-10-12,產品推廣,0
C1082,R108,2025-12-11,產品推廣,0
C1082,R108,2026-01-07,產品推廣,0
C1082,R108,2026-01-28,產品推廣,0
C1082,R108,2026-01-12,關係維護,0
C1082,R108,2026-01-20,關係維護,0
C1082,R108,2026-02-26,關係維護,0
C1082,R108,2026-02-08,客訴處理,0
C1082,R108,2026-03-10,產品推廣,0
C1082,R108,2026-03-29,收款,0
C1082,R108,2026-04-07,產品推廣,0
C1082,R108,2026-04-25,產品推廣,0
C1082,R108,2026-05-28,關係維護,0
C1083,R108,2025-02-08,關係維護,0
C1083,R108,2025-03-06,收款,1
C1083,R108,2025-02-11,產品推廣,0
C1083,R108,2025-02-21,產品推廣,0
C1083,R108,2025-03-09,客訴處理,0
C1083,R108,2025-03-14,關係維護,0
C1083,R108,2025-03-12,產品推廣,0
C1083,R108,2025-03-23,產品推廣,0
C1083,R108,2025-03-22,關係維護,1
C1083,R108,2025-04-09,收款,1
C1083,R108,2025-04-08,客訴處理,1
C1083,R108,2025-04-24,收款,0
C1083,R108,2025-04-09,關係維護,0
C1083,R108,2025-04-18,收款,0
C1083,R108,2025-05-28,客訴處理,1
C1083,R108,2025-06-21,產品推廣,0
C1083,R108,2025-08-01,產品推廣,1
C1083,R108,2025-07-16,產品推廣,1
C1083,R108,2025-08-04,產品推廣,1
C1083,R108,2025-07-15,產品推廣,0
C1083,R108,2025-08-14,關係維護,0
C1083,R108,2025-08-08,客訴處理,0
C1083,R108,2025-08-08,收款,0
C1083,R108,2025-08-15,關係維護,0
C1083,R108,2025-09-03,產品推廣,0
C1083,R108,2025-09-30,產品推廣,0
C1083,R108,2025-09-21,關係維護,0
C1083,R108,2025-11-01,產品推廣,0
C1083,R108,2025-10-16,產品推廣,0
C1083,R108,2025-10-09,客訴處理,1
C1083,R108,2025-10-12,客訴處理,0
C1083,R108,2025-10-10,關係維護,1
C1083,R108,2025-10-30,產品推廣,0
C1083,R108,2025-11-29,產品推廣,0
C1083,R108,2025-12-24,關係維護,1
C1083,R108,2025-12-10,關係維護,1
C1083,R108,2025-12-24,關係維護,1
C1083,R108,2025-12-11,產品推廣,1
C1083,R108,2026-01-24,產品推廣,0
C1083,R108,2026-01-05,關係維護,0
C1083,R108,2026-02-27,關係維護,1
C1083,R108,2026-02-13,客訴處理,0
C1083,R108,2026-02-04,關係維護,1
C1083,R108,2026-03-13,收款,1
C1083,R108,2026-03-16,收款,1
C1083,R108,2026-03-10,產品推廣,0
C1083,R108,2026-03-12,產品推廣,0
C1083,R108,2026-03-31,收款,1
C1083,R108,2026-04-23,關係維護,1
C1083,R108,2026-04-03,產品推廣,0
C1083,R108,2026-04-06,關係維護,0
C1083,R108,2026-05-16,產品推廣,1
C1083,R108,2026-05-12,關係維護,0
C1083,R108,2026-05-12,產品推廣,0
C1083,R108,2026-06-10,收款,0
C1083,R108,2026-07-02,產品推廣,0
C1084,R108,2025-03-28,產品推廣,0
C1084,R108,2025-05-08,產品推廣,0
C1084,R108,2025-05-19,關係維護,0
C1084,R108,2025-06-12,客訴處理,0
C1084,R108,2025-06-21,收款,0
C1084,R108,2025-08-04,產品推廣,0
C1084,R108,2025-08-13,關係維護,0
C1084,R108,2025-09-08,產品推廣,0
C1084,R108,2025-10-21,產品推廣,0
C1084,R108,2025-10-11,關係維護,0
C1084,R108,2025-10-05,產品推廣,0
C1084,R108,2025-11-04,產品推廣,0
C1084,R108,2025-12-09,產品推廣,0
C1084,R108,2025-12-26,產品推廣,0
C1084,R108,2025-12-30,產品推廣,0
C1084,R108,2025-12-21,產品推廣,0
C1084,R108,2026-01-29,收款,0
C1084,R108,2026-01-07,產品推廣,0
C1084,R108,2026-01-24,關係維護,0
C1084,R108,2026-01-20,客訴處理,0
C1084,R108,2026-01-18,產品推廣,0
C1084,R108,2026-01-19,產品推廣,0
C1084,R108,2026-02-26,收款,0
C1084,R108,2026-03-13,客訴處理,0
C1084,R108,2026-04-10,關係維護,0
C1084,R108,2026-04-15,產品推廣,0
C1084,R108,2026-06-02,收款,0
C1084,R108,2026-06-28,產品推廣,0
C1084,R108,2026-07-10,收款,0
C1085,R108,2025-03-02,產品推廣,0
C1085,R108,2025-05-27,產品推廣,0
C1085,R108,2025-05-31,產品推廣,0
C1085,R108,2025-07-17,收款,0
C1085,R108,2025-08-22,關係維護,0
C1085,R108,2025-08-17,產品推廣,0
C1085,R108,2025-10-27,產品推廣,0
C1085,R108,2025-10-19,產品推廣,0
C1085,R108,2025-11-11,產品推廣,0
C1085,R108,2026-02-24,產品推廣,0
C1085,R108,2026-07-16,關係維護,0
C1086,R111,2025-02-13,產品推廣,0
C1086,R111,2025-03-01,關係維護,0
C1086,R111,2025-02-12,關係維護,0
C1086,R111,2025-03-19,關係維護,0
C1086,R111,2025-03-12,產品推廣,0
C1086,R111,2025-04-19,產品推廣,0
C1086,R111,2025-05-26,產品推廣,0
C1086,R111,2025-06-14,產品推廣,0
C1086,R111,2025-06-10,關係維護,0
C1086,R111,2025-06-20,產品推廣,0
C1086,R111,2025-07-24,產品推廣,0
C1086,R111,2025-07-12,客訴處理,0
C1086,R111,2025-07-18,產品推廣,0
C1086,R111,2025-07-11,客訴處理,0
C1086,R111,2025-10-21,客訴處理,0
C1086,R111,2025-11-07,產品推廣,0
C1086,R111,2026-01-13,關係維護,0
C1086,R111,2026-02-04,產品推廣,0
C1086,R111,2026-02-25,關係維護,0
C1086,R111,2026-03-27,產品推廣,0
C1086,R111,2026-03-30,客訴處理,0
C1086,R111,2026-03-23,產品推廣,0
C1086,R111,2026-03-08,客訴處理,0
C1086,R111,2026-03-29,關係維護,0
C1086,R111,2026-04-08,關係維護,0
C1086,R111,2026-04-12,產品推廣,0
C1086,R111,2026-07-19,產品推廣,0
C1087,R102,2025-04-25,產品推廣,0
C1087,R102,2025-05-22,客訴處理,0
C1087,R102,2025-08-29,關係維護,0
C1087,R102,2025-12-02,關係維護,0
C1087,R102,2025-11-22,關係維護,0
C1087,R102,2026-03-01,客訴處理,0
C1087,R102,2026-03-23,產品推廣,0
C1087,R102,2026-04-29,關係維護,0
C1088,R101,2025-03-24,客訴處理,0
C1088,R101,2025-07-18,產品推廣,0
C1088,R101,2025-09-02,產品推廣,1
C1088,R101,2025-09-26,產品推廣,0
C1088,R101,2025-09-10,收款,1
C1088,R101,2025-10-17,收款,0
C1088,R101,2025-10-23,產品推廣,0
C1088,R101,2025-11-16,關係維護,0
C1088,R101,2026-02-15,產品推廣,0
C1088,R101,2026-07-10,產品推廣,0
C1089,R103,2025-02-24,產品推廣,1
C1089,R103,2025-03-20,產品推廣,0
C1089,R103,2025-04-12,產品推廣,0
C1089,R103,2025-05-22,產品推廣,0
C1089,R103,2025-07-05,產品推廣,0
C1089,R103,2025-06-21,產品推廣,0
C1089,R103,2025-06-17,產品推廣,0
C1089,R103,2025-07-18,客訴處理,0
C1089,R103,2025-07-29,產品推廣,0
C1089,R103,2025-08-28,關係維護,1
C1089,R103,2025-10-17,客訴處理,1
C1089,R103,2025-10-24,客訴處理,0
C1089,R103,2025-11-30,產品推廣,0
C1089,R103,2025-11-30,關係維護,1
C1089,R103,2025-12-07,客訴處理,0
C1089,R103,2025-12-30,收款,0
C1089,R103,2025-12-13,產品推廣,1
C1089,R103,2025-12-23,收款,1
C1089,R103,2026-01-06,收款,0
C1089,R103,2026-01-13,收款,0
C1089,R103,2026-04-22,收款,0
C1089,R103,2026-04-20,產品推廣,0
C1090,R105,2025-03-05,產品推廣,1
C1090,R105,2025-03-21,收款,0
C1090,R105,2025-05-22,客訴處理,1
C1090,R105,2025-05-28,客訴處理,1
C1090,R105,2025-05-19,產品推廣,0
C1090,R105,2025-06-13,收款,0
C1090,R105,2025-06-17,收款,0
C1090,R105,2025-06-16,產品推廣,0
C1090,R105,2025-06-10,產品推廣,0
C1090,R105,2025-07-25,產品推廣,1
C1090,R105,2025-08-12,產品推廣,1
C1090,R105,2025-08-09,產品推廣,0
C1090,R105,2025-08-26,產品推廣,0
C1090,R105,2025-09-10,產品推廣,0
C1090,R105,2025-09-10,產品推廣,0
C1090,R105,2025-09-18,產品推廣,0
C1090,R105,2025-10-06,產品推廣,0
C1090,R105,2025-10-13,關係維護,0
C1090,R105,2025-11-02,產品推廣,0
C1090,R105,2025-10-26,客訴處理,0
C1090,R105,2025-11-04,產品推廣,0
C1090,R105,2025-11-28,收款,0
C1090,R105,2025-11-12,關係維護,0
C1090,R105,2025-11-22,產品推廣,1
C1090,R105,2025-11-20,關係維護,0
C1090,R105,2026-01-14,產品推廣,1
